Num,Category,Title,Author,Year,Tom,Quantity,Publisher,Notes
415,Укрліт,Тіні забутих предків,Михайло Коцюбинський,2023,1,,Брустури,
416,Українськість,Філософія театру,Курбас,2022,1,,Основи,
417,Українськість,Філософія української ідеї та європейський контекст,Оксана Забужко,2023,1,,Комора,
418,Художка іноземною,Hannibal,Thomas Harris,2000,1,,Arrowwbooks,
419,Художка іноземною,Tender is the night,F. Scott Fitzgerald,1955,1,,Green penguin,
420,Укрліт,Зоряний корсар,Олесь Бердник,1971,1,,,
421,Історія,Павло Скоропадський Спогади,Павло Скоропадський,2017,1,,Наш формат,
422,Художка іноземною,Die un langweiligste schule der welt,Sabrina J. Kirschner,,1,,carlsen,
423,Мистецтво,"Художники й куратори -- конкуренти, співавтори чи колеги?",Доротея Ріхтер,2018,1,,,
424,Античність,Трагедії,Евріпіт,1993,1,,Основи,
425,Художня,Колекціонер,Джон Фаулз,2023,1,,BOOKCHEF,
426,Химерія,Буфонада,Курт Воннеґут,2018,1,,,
427,Мистецтво,Reporters,,2022,1,,,
428,Графічні романи,Скотт Пілігрим. Скотт Пілігрим і його чудове маленьке життя 1,Браян Лі Оʼмеллі,,1,,Oni press,
429,Укрліт,Повія,Панас Мирний,2021,1,,Андронум,
430,Поезія,Задивляюсь у твої зіниці. Вибрані вірші,Василь Симоненко,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
431,Історія,Крути,Осип і Надія Зінкевичі,2017,1,,Смолоскип,
432,Українськість,Пороги. Вибране,,2009,1,,Смолоскип,
433,Історія,Повоєнний СРСР,Ярослав Грицак,2023,1,,Портал,
434,Історія,Світові війни,Олександр Маєвський,2022,1,,Портал,
435,Українськість,Пригоди української літератури,Ростислав Семків,2023,1,,Темпора,
436,Укрліт,Дівчина з ведмедиком. Доктор Серафікус,В. Домонтович,2022,1,,2022,
437,Освіта,Школознавство,Галина Ткачук,2020,1,,Портал,
438,Українськість,Бунт проти імперії,Радомир Мокрик,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
439,Химерія,Лавкрафт,Говаря Філіпс,2023,1,,Майстри готичної прози,
440,Художня,Над зозуленим гніздом,Кен Кізі,2023,1,,КМБукс,
441,Історія,Повітряна війна і література,В. Ґ. Зебальд,2023,1,,,
442,Історія,"Portable and Parietal Art of Kamyana Mohyla, Ukraine",Симон Радченко,2023,1,,BAR,
443,Графічні романи,Інша. Перша чверть. アナザー,Аяцуджі Юкіто,2023,1,,Molfar Comics,
444,Нон-фікшн,Фріда Кало. Безжальна врода,Жерар Де Кортанз,2016,1,,Нора Друк,
445,Нон-фікшн,"Право на помилку. 25 успішних жінок розповідають про те, чого їх навчили власні помилки",Джессіка Бекол,2018,1,,,
446,Художня,Дівчата з 13-ї вулиці,Малгожата Гутовська-Адамчик,2014,1,,Урбіно,
447,Філософія,Історія та істина,Поль Рікер,2001,1,,Пульсари,
448,Філософія,Евристика,Н. В. Карамишева,2013,1,,ПАІС Львів,
449,Філософія,Майбутнє. Логіко-філософське дослідження,Н. В. Карамишева,2016,1,,,
450,Політика,Джерела тоталітаризму,Ханна Арендт,2002,1,,Дух і літера,
451,Релігіознавство,"Вісім релігій, що пануюль у світі. Чому їхні відмінності мають значення",Стівен Протеро,2023,1,,BOOCKHEF,
452,Графічні романи,Коли завмирає серце,Еліс Осман,2023,1,,,
60,Релігіознавство,Релігія має померти. Або у кого ми повіримо після Бога,Вʼячеслав Агеєв,,1,,Віхола,
453,Химерія,Артур Мекен. Зібрання творів,Артур Мекен,2021,1,,Майстри готичної прози,
454,Освіта,Логіка,А. Є. Конверський,2016,1,,,
455,Українськість,"Наші на карті світу. Історії про людей, якими захоплюється світ",Уляна Скицька,2020,1,,ВСЛ,
456,Художка іноземною,Infernal 12,Daniil Kovalenko,2023,1,,Europe books,
457,Нон-фікшн,Реформа здорової людини. Як лікували українську медицину,Віра Курико,2022,1,,Лабораторія,
458,Філософія,Байки Федра,,,1,,,
459,Освіта,Поговори зі мною... Як надати базову психологічну допомогу через розмову,,,1,,,
460,Мистецтво,"Авангардне мистецтво в Україні, 1910-1930",Мирослав Шкандрій,,1,,Фабула,
461,Історія,Рашизм,Лариса Якубова,2023,1,,,
462,Релігіознавство,Коротка історія релігії,Річард Голловей,2023,1,,Наш формат,
463,Художня,1984. Адаптація Ксавʼє Коста за романом Джорджа Орвелла,Джордж Орвелл,2023,1,,Віват,
464,Графічні романи,Скотт Пілігрим. Скотт Пілігрим проти всього світу 2,Браян Лі Оʼмеллі,,2,,Oni press,
465,Освіта,Javascript для діей. Веселий вступ до програмування,Нік Морґан,2022,1,,ВСЛ,
466,Наука,Зоологічна екскурсія супермаркетом. Невідома історія відомих продуктів,Леонід Горобець,2022,1,,Віхола,
467,Освіта,Математика Для Своїх НМТ 2024,"Іванишак Сергій, Бодняр Микита",2023,1,,,
468,Художня,Колгосп тварин,Джордж Орвелл,2022,1,,Жупанського,
469,Художня,жертвам сниться велика воєнна перемога ,Мілєнко Єргович,2019,1,,Комора ,
470,Історія,Хіросіма,Джон Герсі,2022,1,,Човен,
471,Політика,Консерватизм. Антологія,,1998,1,,Смолоскип,
472,Історія,Чорнобильська молитва,Світлана Алексієвич,2021,1,,"ДП ""ЦОТІЗ""",
223,Історія,Чорнобиль. Історія ядерної катастрофи,Сергій Плохій,2021,1,,"ДП ""ЦОТІЗ""",
473,Релігіознавство,Новий Заповіт,,2022,1,,біблійна ліга,
474,Античність,Міфи,Стівен Фрай ,2023,1,,ФОЛІО ,
475,Історія,Козацький марс ,Олексій Сокирко ,2023,1,,Темпора ,
476,Історія,російсько-українська війна ,Сергій Плохій ,2023,1,,КСД,
477,Художня,Портрет Доріана Ґрея,Оскар Вайлд,2023,1,,BOOKCHEF,
478,Місто,Марсіани на Хрещатику ,Віра Агеєва ,2023,1,,Віхола ,
479,Поезія,Так ніхто не кохав,Іван Малкович,2024,1,,А-БА-БА-ГА-ЛА-МА-ГА,
480,Історія,Сєверодонецьк. Репортаж з минулого ,Світлана Ославська ,2022,1,,Човен,
481,Укр літ,Українська література 14-16 століття ,,,1,,Наукова думка ,
482,Художня,Земля людей ,Антуан де Сент-Екзюпері ,2017,1,,Фоліо ,
483,Поезія,Повна збірка творів ,Михайль Семенко ,2023,1,,Темпора ,Збірка 4 книг в коробочці
484,Поезія,Павличко. Два кольори ,Дмитро Павличко ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
485,Поезія,Голобородько. Яблуко добрих вістей ,Василь Голобородько ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
486,Поезія,Москалець. Срібне поле ,Костянтин Москалець ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
487,Поезія,Андрухович. Листи в Україну ,Юрій Андрухович ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
488,Поезія,Герасимʼюк. ANNO АФІНИ ,Василь Герасимʼюк ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
489,Поезія,Римарук. Три потоки місячного світла ,Ігор Римарук ,2017,1,,А-БА-БА-ГА-ЛА-МА-ГА,
490,Поезія,Білоцерківець. Ми помрем не в Парижі ,Наталка Білоцерківець ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
491,Поезія,Костенко. Триста поезій ,Ліна Костенко ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
492,Поезія,Іван Драч. Вийшов з радіо чорний лев,Іван Драч ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
493,Поезія,Неборак. Літаюча голова ,Віктор Неборак ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
494,Поезія,Лишега. Зима в тисмениці ,Олег Лишега ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
495,Поезія,Жадан. Динамо Харків,Сергій Жадан,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
496,Поезія,Воробйов. Гора і квітка ,Микола Воробйов ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
497,Поезія,Кичинський. Жива і скошена тече в мені трава ,Анатолій Кичинський ,2024,1,,А-БА-БА-ГА-ЛА-МА-ГА,
498,Поезія,Малкович. Подорожник ,Іван Малкович ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
499,Поезія,Вінграновський. На срібнім березі ,Микола Вінграновський ,2022,1,,А-БА-БА-ГА-ЛА-МА-ГА,
500,Поезія,Назар Гончар. Автопортрети ,Назар Гончар ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
501,Поезія,Позаяк. Шедеври ,Юрко Позаяк ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
502,Поезія,Ірванець. Санітарочка Рая ,Олександр Ірванець ,2023,1,,А-БА-БА-ГА-ЛА-МА-ГА,
503,Химерія,Кладовище домашніх тварин,Стівен Кінг,2018,1,,Клуб сімейного дозвілля,
504,Мистецтво,Антологія кольору. Історія спадщини фарб та пігментів,Патрик Беті,2023,1,,ArtHuss,
505,Історія,Чорна Рада,Пантелеймон Куліш,2019,1,,Vivat,
506,Іноземною мовою,All Art is Ecological,Timothy Morton,,1,,Penguin books,
507,Іноземною мовою,Sustainability,Kent E. Portney,,1,,The MIT Press,
508,Філософія,Фрейми війни,Джудіт Батлер,2016,1,,,
509,Іноземною мовою,The dharma bums ,Jack Kerouac,,1,,Penguin books,
510,Нон-фікшн,Як будується оповідання,Майк Йогансен,2019,1,,Pabulum,
511,Нон-фікшн,"Фактологія. 10 хибних уявлень про світ, і чому все набагато краще, ніж ми думаємо","Ганс Рослінг, Уля Рослінг, Анна Рослінг-Рьоннлюнд",2023,1,,Наш формат,
512,Укр літ,Григорій Квітка-Основʼяненко Вибрані твори,Григорій Квітка-Основʼяненко,2023,1,,Yakaboo publishing ,
514,Художня,Бірманські дні,Джордж Орвелл,2022,1,,Фоліо,
515,Художня,Діти капітана Гранта,Жюль Верн,1989,1,,"Київ ""Весеслка""",
516,Укрліт,Остап Вишня,Остап Вишня,1984,1,,"Київ ""Наукова думка""",
517,Історія,Українські світи Речі Посполитої,Наталя Старченко,2022,1,,Laurus,
518,Художня,Убити пересмішника,Гарпер Лі,2019,1,,SKYprint,
519,Художня,Сто років самотності,Габріель Гарсіа,2022,1,,SKYprint,
520,Художня,Райський сад. Острови в океані,Ернест Хемінгуей,1989,1,,"Київ ""Дніпро""",
521,Художня,Марсіанські хроніки,Рей Бредбері,1988,1,,"Київ ""Дніпро""",
522,Художня,Брама расьомон,Рюноске Акутаґава,2023,1,,Фоліо,
523,Художня,Записки комівояжера,Шолом-Алейхем,1983,1,,"Київ ""Дніпро""",
524,Художня,Степовий вовк,Герман Гессе,2022,1,,Фоліо,
525,Художня,Чаликушу,Решат Нурі Гюнтекін,1991,1,,"Київ ""Дніпро""",
526,Укрліт,Олесь Гончар. Твори в шести томах,Олесь Гончар,1979,1,,"Київ ""Дніпро""",
527,Історія України,Праведники Бабиного Яру,,2016,1,,Фоліо,
528,Історія України,Бабин Яр,,,1,,,
529,Історія,Нотатки про війну з галлами ,Юлій Цезар,2021,1,,Апріорі ,
530,Місто,Київ і кияни,Микола Козловський,1979,1,,Мистецтво,
531,Історія,Очима дванадцятирічної дівчинки ,Яніна Гешелес ,2016,1,2,Дух і літера ,
532,Мистецтво,The politics of design ,Ruben Peter,,1,,,
533,Нон-фікшн,Богдан Ступка. Метаморфози ,Сергій Тримбач ,2022,1,,Дух і літера ,
534,Художня,Над прірвою в житті ,Джером Девід Селінджер,1984,1,,Молодь ,
535,Наука,Mammoth science ,David Macaulay,2020,1,,Penguin Random House ,
536,Іноземною мовою,A visit from the goon squad ,Jennifer Egan ,,1,,Anchor Books ,
537,Історія,Стигма окупації. Радянські жінки у самобаченні 1940-х років ,Олена Стяжкіна ,2019,1,,Дух і літера,
538,Освіта,Як ніколи не помилятися ,Джордан Елленберґ,2018,1,,Наш формат ,
539,Укр літ,Дім у Бейтінґ Голлов ,Василь Махно,2015,1,,Видавництво старого лева,
540,Освіта,Астрономія самовчитель. Популярна асторономія,"В. Боровик, І. Крячко, К. Фламмаріон",2019,1,,,
541,Поезія,Проміжня всередині флейти,Сергій Шкабара,2017,1,,Рута,
542,Українськість,Бог передвічний народився. Колядки та щедрівки,,2002,1,,Веселка,
543,Поезія,Нескорена Україна,багато авторів,2022,1,,Рута,
544,Укрліт,Вибране. Проза і Поезія,багато авторів,2009,1,,БАО,
545,Художня,Діти капітана гранта ,Жаль Верн,2004,1,,Світовид ,
546,Українськість,Апокриф ,Леся Українка ,2020,1,,Комора ,
547,Нон-фікшн,Компас цінностей ,Мандіп Рай ,2021,1,,Якабу,
548,Укрліт,Шалені авторки ,Багато авторів,2023,1,,Віхола,
549,Художня,Зимове сонцестояння (нова),,,1,,,
550,Укрліт,Невеличка драма ,Валер'ян Підмогильний,2024,1,,Віват,
551,Освіта,Зброя перемоги,Михайло Жирохов,2024,1,,Віват,
552,Українськість,Тіло Секс Шлюб ,Ірина Ігнатенко,2023,1,,Віхола,
553,Укрліт,Недуга,Євген Плужник,2023,1,,Віхола,
554,Укрліт,Подорож ученого доктора Леонардо ... Як будується оповідання.. Поезії,Майк Йогансен,2023,1,,Віхола,
555,Художня,Зимове сонцестояння (нова),Розамунда Пілчер,2023,1,,Київ РМ Видавництво,
556,Місто,Awesome digital Ukraine,,2019,1,,Kyiv Osnovy Publishing,
557,Художня,Тиха дівчина у гучному світі: історія однією інтровертки,Деббі Тан,2023,1,,Anrews McMell Publishing,
558,Українськість,Жити далі,,2023,1,,Reporters,
559,Античність,Словник античної міфології,,1989,1,,Наукова думка,
560,Мистецтво,Українське ревю сучасної музики,,,1,,,
561,Мистецтво,Наука дизайну та форми ,Йоганнес Іттен,2021,1,,ArtHuss,
562,Мистецтво,Мистецтво кольору ,Йоганнес Іттен,2022,1,,ArtHuss,
563,Історія,Русь. Навігатор з історії України ,Вадим Арістов і Галина Качур ,2024,1,,Портал,
564,Мистецтво,Елементи образотворчого мистецтва ,Йоганнес Іттен,2023,1,,ArtHuss,
565,Укрліт,Жанна Батальйонерка,Гео Шкурупій,2024,1,,Віхола,
566,Історія,Сучасність. Навігатор з історії України ,Ярослав Грицак ,2023,1,,Портал ,
567,Освіта,Мудрість Освіти ,Африканич ,2024,1,,Колесо Життя,
568,Нон-фікшн,Удома у світі ,Джон Гілл ,2022,1,,Видавництво Ростислава Бурлаки ,
569,Нон-фікшн,Як ви збудуєте своє життя,"Клейтон М. Крістенсен, Керен Діллон, Джеймс Олворт",2024,1,,Видавництво Старого Лева,
570,Історія,Дискримінація і нерівність ,Томас Совелл,,1,,,
571,Іноземною мовою,The Unfair Advantage ,Ash Ali & Hasan Kubba,,1,,,
572,Місто,Мій маленький Київ ,Анастасія Денисенко ,,1,,,
573,Історія,Локальна історія. Номер 8 тема Хліб,,,8,,,
574,Укрліт,До світла!,Іван Франко,,1,,,
575,Українськість,Діячі України ,,,1,,Артбук,
576,Химерія,Берегиня ,Наунау ,,1,,,
577,Українськість,Божена  Чагарова,Поліна Ліміна,,1,,Артбук,
578,Укрліт,Ворошиловград ,Сергій Жадан,2023,1,,Meridian Czernowitz ,
579,Укрліт,Чорна рада ,Пантелеймон Куліш ,2015,1,,Знання,
580,Воєнна справа,Війна якої не було. Частина перша,Роман Зіненко,2019,1,,Фоліо,
581,Воєнна справа,Війна якої не було. Частина друга,Роман Зіненко,2019,2,,Фоліо,
582,Сучукрліт,плюс плюс плюс,Влад Сорд,2019,1,,Дім Хімер,
583,Сучукрліт,Безодня,Влад Сорд,2019,1,,Дім Хімер,
584,Химерія,Скандинавська міфологія,Ніл Гейман,2017,1,,КМБукс,
585,Химерія,Лазарус ,Світлана Тараторіна ,2024,1,,Vivat,
586,Наука,Наш дивакуватий мозок. Розповідь невролога,Дін Бернетт,2019,1,,Віват,
587,Воєнна справа,Техніка бою. Основи. Том 1/2,майор Ганс фон Дах,2015,2,,Астролябія,
588,Поезія,Абрикоси донбасу ,Любов Якимчук,2024,1,,Видавництво старого лева,
589,Воєнна справа,Техніка бою. Основи. Том 1/1,майор Ганс фон Дах,2015,1,,Астролябія,
590,Химерія,Кладовище домашніх тварин ,Стівен Кінг,2019,1,,Клуб Сімейного Дозвілля,
591,Воєнна справа,Техніка бою. Боротьба у горах. Контрдиверсійні операції. Том 2/2,майор Ганс фон Дах,2015,4,,Астролябія,
592,Воєнна справа,Техінка бою. Бій у населенному пункті та лісі. Боротьба за фортифікаційні споруди. Том 2/1,майор Ганс фон Дах,2015,3,,Астролябія,
593,Воєнна справа,"Добробати. Історія подвигу батальйонів, що врятували Україну","Катерина Гладка, Дмитро Громаков, Вероніка Миронова",2016,1,,Фоіло,
594,Історія,В обіймах страху та смерті. Більшовицький терор в Україні,"Лариса Якубова, Яна Примаченко",2016,1,,КСД,
595,Художня,Мемуари Гейші,Артур Голден,2024,1,,КСД,
596,Художня,Куджо,Стівен Кінг,2016,1,,КСД,
597,Укрліт,Вишневі Усмішки,Остап Вишня,2016,1,,КСД,
598,Художня,Вогнем і мечем. Том 1,Генрик Сенкевич,2006,1,,Богдан,
599,Художня,Вогнем і мечем. Том 2,Генрик Сенкевич,2006,2,,Богдан,
600,Освіта,Країни світу,,2018,1,,КСД,
601,Освіта,Логіка,Анатолій Конверський,2016,,,Київський Університет,
602,Освіта,Логіка: Традиційна та сучасна,Анатолій Конверський,2007,,,Київський Університет,
603,Воєнна справа,Тотальний опір. Інструкція з ведення малої війни для кожного. Частина 1,майор Ганс фон Дах,2015,1,,Астролябія,
604,Воєнна справа,Тотальний опір. Інструкція з ведення малої війни для кожного. Частина 2,майор Ганс фон Дах,2015,2,,Астролябія,
605,Художня,Місто,Валер'ян Підмогильний,2017,1,,Фоліо,
606,Воєнна справа,Поширені інженерні боєприпаси,Д.Дерігін,2017,1,,,
607,Історія,Про тиранію: 20 уроків ХХ століття,Тімоті Снайдер,2022,1,,Човен,
608,Історія/політика,Дикий захід східної Європи,Павло Казарін,2022,1,,Vivat,
609,Українськість,Леся Українка. Драматичні твори (1907-1908). Том 2,Леся Українка,2021,2,,Волинський національний університет імені Лесі Українки,
610,Українськість,Леся Українка. Драматичні твори (1909-1911). Том 3,Леся Українка,2021,3,,Волинський національний університет імені Лесі Українки,
611,Українськість,Леся Українка. Драматичні твори (1912-1913). Том 4,Леся Українка,2021,4,,Волинський національний університет імені Лесі Українки,
612,Українськість,Леся Українка. Поетичні твори. Ліро-епічні твори. Том 5,Леся Українка,2021,5,,Волинський національний університет імені Лесі Українки,
613,Українськість,Леся Українка. Художня проза. 6,Леся Українка,2021,6,,Волинський національний університет імені Лесі Українки,
614,Українськість,Леся Українка. Літературно-критичні та публічистичні статті. Том 7,Леся Українка,2021,7,,Волинський національний університет імені Лесі Українки,
615,Українськість,"Леся Українка. Переклади: поезія, проза, драма, публіцистика. Том 8",Леся Українка,2021,8,,Волинський національний університет імені Лесі Українки,
616,Українськість,"Леся Українка. Записи народної творчості. Пісні, записані з голосу Лесі Українки. Том 9",Леся Українка,2021,9,,Волинський національний університет імені Лесі Українки,
617,Українськість,"Леся Українка. ""Стародавня історія східних народів"". Конспекти. Виписки з книг. Нотатки. Том 10",Леся Українка,2021,10,,Волинський національний університет імені Лесі Українки,
618,Українськість,Леся Українка. Листи (1876-1896). Том 11,Леся Українка,2021,11,,Волинський національний університет імені Лесі Українки,
619,Українськість,Леся Українка. Листи (1897-1901). Том 12,Леся Українка,2021,12,,Волинський національний університет імені Лесі Українки,
620,Українськість,Леся Українка. Листи (1902-1906). Том 13,Леся Українка,2021,13,,Волинський національний університет імені Лесі Українки,
621,Українськість,Леся Українка. Листи (1907-1913). Том 14,Леся Українка,2021,14,,Волинський національний університет імені Лесі Українки,
622,Графічні романи,Інша. Друга чверть. アナザー,Аяцуджі Юкіто,2023,2,,Molfar Comics,
623,Графічні романи,Інша. Третя чверть. アナザー,Аяцуджі Юкіто,2023,3,,Molfar Comics,
624,Графічні романи,Інша. Четверта чверть. アナザー,Аяцуджі Юкіто,2023,4,,Molfar Comics,
625,Українськість,Леся Українка. Листи 1898-1902,Валентина Савчук (упорядниця),2020,2,,Комора,
626,Українськість,Леся Українка. Листи 1903-1913,Валентина Савчук (упорядниця),2020,3,,Комора,